speaker_id,sentence_id,sentence,is_question
3,275,"Są różne choroby przewlekłe, które, która na badanie pierwszego trymestru w dwunastym tygodniu przyszła o własnych siłach.",0
3,276,Pacjentka przewlekle chorowała na stwardnienie rozsiane.,0
3,277,Natomiast w trzydziestym tygodniu przyjechała na wózku inwalidzkim.,0
3,278,"I błagała, czy możemy tą ciążę zakończyć wcześniej, ponieważ ona nie jest w stanie już tak funkcjonować.",0
3,279,To była ciąża chciana.,0
3,280,"To była ciąża prowadzona przez lekarzy i neurologa, i ginekologa położnika.",0
3,281,"Myślę, że jeżeli taka pacjentka zaszłaby w niechcianą ciążę i ktoś by ją zmusił do tego, żeby tą ciążę kontynuować, i miałaby tak poważne powikłania, to no tutaj jest pytanie.",0
1,282,"Pani profesor — „ciąża to obciążenie dla kobiety i w związku z tym to kobieta powinna mieć prawo do decydowania o tym, czy jest w stanie, czy chce to obciążenie na siebie przyjąć” mówi pani doktor.",0
2,283,"To, co pani doktor powiedziała, no to rzeczywiście jest przypadek chorej kobiety, która zaszła w ciążę będąc chorą.",0
2,284,"W związku z czym, natomiast, natomiast my zwykle, w tej chwili, jest zresztą, młode kobiety, wszystkie te, które chcą zachodzić w ciąże, są niezwykle świadome, w przeciwieństwie do wielu lat wcześniej, które prowadzą, zgłaszają się na badania po to, żeby wykluczyć jakieś choroby, które mogą je dotknąć w okresie ciąży.",0
2,285,I nie jest to naprawdę dzisiaj żaden problem.,0
2,286,"Natomiast jeżeli kobieta choruje, tak jak na przykład ta na stwardnienie rozsiane bądź też na chorobę nerek czy choroby serca — my jesteśmy po to, po to żeśmy się uczyli medycyny, że jesteśmy w stanie zwołać konsylium, poprosić specjalistów i powiedzieć tej kobiecie, jakie ona ma szanse na to, żeby bądź rozwiązać tę ciążę wcześniej, bo stanowi to zagrożenie dla jej życia, bądź też w tej ciąży pozwolić jej kontynuować.",0
2,287,"Ja, no tutaj możemy mnożyć te przykłady różne medyczne, ale ja pamiętam pacjentkę, która miała nowotwór jajnika.",0
2,288,"Myśmy tłumaczyli jej, że niestety jest sytuacja taka, że, że szanse na to, że ona przeżyje, są niewielkie.",0
2,289,"Czy my możemy ukończyć ciążę w dwudziestym ósmym tygodniu wtedy, kiedy mieliśmy szansę na to, żeby to dziecko, żeby to dziecko przeżyło w inkubatorze.",0
2,290,I ona się na to nie zgodziła.,0
2,291,Zgodziła się na trzydziesty czwarty tydzień…,0
5,292,…Ale to była jej…,0
1,293,…Ale sekundę.,0
2,294,"Ja dokończę — oczywiście, to była jej suwerenna decyzja.",0
2,295,"Myśmy zwołali konsylium onkologów, po urodzeniu dziecka natychmiast otrzymała chemię i jeszcze nacieszyła się pół roku dzieckiem.",0
2,296,"Ale to są przypadki naprawdę pojedyncze, które się zdarzają w różnych specjalnościach, które współgrają…",0
1,297,"…Właśnie ja bym nie chciał, żeby nasza rozmowa skupiła się na kazusach, bo zawsze znajdzie się jakiś przypadek, który jest wyjątkowy zupełnie.",0
2,298,"Ale panie redaktorze, jeszcze jedną rzecz powiem, mianowicie: kazusy, co nam dają?",1
2,299,Możliwość porozumienia wzajemnego.,0
2,300,"I ja, w odpowiedzi na pana poprzednie pytanie, uważam, że takie porozumienie między lewą a prawą stroną mogłoby istnieć, żebyśmy usiedli i porozmawiali, i medycznie, i prawnie, i również no w kwestii socjologicznej, psychologicznej, i do jakiegoś konsensusu można dość.",0
2,301,Ale trzeba chcieć.,0
1,302,Pani minister?,1
4,303,"Ja chciałam się odnieść do pani doktor, bo pani doktor powiedziała, że płód nie może, nie jest autonomiczny, że dziecko w brzuchu swojej mamy nie jest autonomiczny.",0
4,304,"Ono po urodzeniu też nie jest autonomiczny, niezależny, bo też potrzebuje kobiety i, i tak naprawdę…",0
5,305,…Ale ktoś inny może się nim zajmować.,0
3,306,Dokładnie.,0
4,307,"Pani poseł no, no…",0
5,308,"…Można się podzielić tą opieką, tak?",1
4,309,"Ale do mnie to nawet nie przemawia, jeżeli używacie panie argumentu, że jakby do czasu porodu, do czterdziestego tygodnia, załóżmy, ciąży jest nieautonomiczne, no to ja podaję, że i w wieku nawet jednego czy dwóch lat dziecko też nie jest autonomiczne.",0
4,310,No jednak też się…,0
1,311,…W wieku lat osiemdziesięciu ludzie też nie są autonomiczni.,0
4,312,"… też nie są… o właśnie, idąc dalej…",0
3,313,…No ale mamy okna życia.,0
4,314,"…dlatego, dlatego…",0
5,315,…Ale wiele osób może się nimi opiekować i nie żyją w innych ludziach.,0
4,316,"Ale ja mówię, ale ja mówię o etiologii wywodu",0
5,317,To jest ta różnica.,0
5,318,Rozumie pani?,1
4,319,"Ja mówię o etiologii wywodu: kim jest płód, czym jest dziecko.",0
4,320,I teraz pytanie — no stawiacie panie granice.,0
4,321,"Jedna, jedna granica jest dwunasty tydzień ciąży, inna tam — osiemnasty chyba w pani projekcie, inna jeszcze — dwudziesty czwarty tydzień ciąży.",0
4,322,To w sumie można powiedzieć — czemu nie czterdziesty tydzień ciąży?,1
4,323,"A jak czterdziesty, to, to czemu nie po urodzeniu, jak coś jest nie tak z tym dzieckiem?",1
4,324,No to w sumie czemu nie po urodzeniu?,1
5,325,Mogę coś powiedzieć?,1
4,326,"Jakby, ja wiem, że to pytanie jest w zasadzie retoryczne, bo to znaczy niech każdy sobie sam odpowie i ta odpowiedź będzie jednoznaczna, jednobrzmiąca.",0
4,327,Jakby nie można określić jak dla mnie tego momentu.,0
4,328,Zresztą zwolennicy aborcji też nie potrafią tego momentu jednoznacznie określić.,0
4,329,"Medycyna, nauka nie jest w stanie określić pewnych, pewnych rzeczy, o których mówiłam, no pojęcie kwestii człowieka w kwestii neurologicznej czy w kwestii genetycznej, czy w kwestii właśnie narodzin.",0
4,330,"Kiedy jest ten moment, kiedy jest, kiedy jest człowiek, a kiedy jest, tylko że tak powiem, przepraszam, no tylko płód, który, który, o którym, za którego decyzje do życia można, można podjąć.",0
4,331,"I ta autonomia, o której też pani doktor powiedziała, ona naprawdę jakby przez długi czas jeszcze się nie zdarza.",0
4,332,"I to, co pan redaktor powiedział — no w wieku osiemdziesięciu czy dziewięćdziesięciu lat też, też potrafią ludzie być nieautonomiczni, więc pytanie, czy wtedy eutanazję trzeba proponować?",1
5,333,"Ale czy oni żyją w ciele innych ludzi, pani poseł?",1
5,334,Żyją ci osiemdziesięcioletni?,1
4,335,No…,0
5,336,"…Rozwijają się, korzystają z zasobów ciała innej osoby?",1
3,337,Wpływają na to ciało?,0
5,338,"Wpływają na rozwój tego ciała, na psychikę tego ciała innej osoby?",1
4,339,"No i to jest pewnie, pani…",0
5,340,"…No, no nie, no nie.",0
5,341,Przecież to pani widzi.,0
4,342,"…pani poseł, to jest pewnie ta różnica między nami.",0
5,343,"No nie, to jest różnica między płodem a człowiekiem…",0
4,344,"Nie, to jest między, między naszym spojrzeniem.",0
5,345,"…że płód żyje w ciele innego człowieka, a osoba, która jest osobą czy to z niepełnosprawnością, czy to niedołężną, czy to jest niemowlęciem, nie żyje w innym ciele.",0
5,346,Mogą się nią zajmować inne osoby.,0
5,347,"Nie korzysta z zasobów biologicznych ciała innej osoby, naruszając je lub ewentualnie nawet konstrukcję psychiczną tej osoby.",0
4,348,Ale od tego wyszliśmy na samym początku.,0
4,349,"Dzisiaj aborcja, jeżeli jest zagrożenie życia bądź zdrowia kobiety, aborcja jest legalna w Polsce i jest dostępna.",0
5,350,"No nie no, pani ustawia tak dziwną tezę.",0
1,351,"…Ale pani poseł, błagam.",0
4,352,"No ale jeżeli mówimy o sytuacji zagrożenia życia bądź zdrowia od, do czego się panie odnosicie…",0
5,353,"…Nie, pani uważa, że jeżeli…",0
4,354,…ta aborcja jest…ale ja mówię,0
5,355,"Dobrze, właściwie, dobrze, to pani najpierw skończy, bo jak...",0
4,356,"Aborcja jest po prostu, ta aborcja jest możliwa i dostępna.",0
4,357,"A kwestie decyzji o tym, czy dziecko może żyć, czy nie, no to, no jakby mamy zupełnie inne spojrzenie i myślę, że my się nigdzie tutaj nie spotkamy.",0
4,358,Po prostu jesteśmy po dwóch stronach barykady.,0
4,359,Ja mam zupełnie inne odczucie.,0
4,360,"Nie, nie chodzi nawet o wiarę.",0
4,361,"Chodzi o to moje odczucie jako matki, moje odczucie jako kobiety, moje odczucie jako, jako lekarza mówi o tym, ze dla mnie istota, którą, która jest poczęta, o której kobieta dowiaduje się, że zostanie mamą, że jest w ciąży… Dla mnie to wtedy już jest życie, o którym nie można powiedzieć, że „dzisiaj mi nie pasuje, bo…”, bo mam jeszcze, nie wiem, studia do zrobienia bądź nie mam jeszcze takiego pułapu finansowego, który by mi na to odpowiadał.",0
4,362,"Więc dzisiaj nie, za rok — za rok jak się przydarzy, no to może też nie, ale za pięć lat jak już będę wykształcona i będę miała super finanse, to może wtedy.",0
4,363,Dla mnie to nie tędy droga.,0
4,364,"Dla mnie to jest bardzo niewłaściwe, by w taki sposób, z taką lekkością mówić i w ogóle mówić z taką lekkością, że aborcja jest ok.",0
4,365,"W ogóle to nie są te, to nie są te kategorie, o których przy tak wrażliwym temacie powinniśmy rozmawiać.",0
1,366,"Nie wiem, czy to jak pani tak palcami stuka, to znaczy, że pani się dopomina o głos, czy…?",1
1,367,Pani doktor?,1
3,368,No chętnie bym coś powiedziała.,0
1,369,"To proszę, proszę, naprawdę.",0
3,370,Ale nie chcę przerywać.,0
1,371,Słuchamy.,0
3,372,"Ja bym trochę chciała nawiązać do, do przykładu pani profesor, odnośnie pacjentki z rakiem jajnika, która chciała kontynuować ciążę.",0
3,373,"I myślę, że to jest doskonały przykład tego, jak wygląda aktualnie sytuacja kobiet w Polsce.",0
3,374,"Czyli te pacjentki, które, którym jest proponowane zakończenie ciąży, a one decydują się… Znaczy „proponowane zakończenie” - myślę, że to jest kwestia zaproponowania wyboru: może pani zakończyć ciążę, podejmiemy leczenie, ma pani większe szanse na wyzdrowienie, albo będziemy kontynuować ciążę — te szanse w pani przypadku maleją, ale rosną szanse dla płodu.",0
3,375,"Będzie bardziej dojrzały, będzie miał mniej powikłań wcześniaczych.",0
3,376,"I my tej pacjentki nie zostawiamy samej, prawda?",1
3,377,"My tą pacjentkę, mimo że ta pacjentka decyduje się kontynuować, mimo że może z naszego punktu medycznego, naszego lekarskiego punktu widzenia to jest nierozważna decyzja, no to my jej dalej będziemy towarzyszyć.",0
3,378,Nie powiemy: to teraz proszę sobie radzić samej.,0
3,379,"Natonmiast jeżeli ja w dwunastym tygodniu rozpoznam letalne wady u płodu i powiem pacjentce, że dziecko, które urodzi, aktualnie płód, no nie będzie miał szans na przeżycie, może dojść do obumarcia w trakcie ciąży, może dojść do tego obumarcia w czterdziestym tygodniu, a może urodzić i płód dziesięć minut później umrze.",0
3,380,I ta pacjentka jest zmuszona kontynuować ciążę.,0
3,381,"I my jej nie pozostawiamy wyboru, tak?",1
3,382,"Czyli nie ma, nie ma już tej takiej możliwości.",0
3,383,"Pani nam mówi, czy tam wybiera mniej medyczną i mniej rozważną opcję, to mówimy jej: „do widzenia”, tylko…",0
1,384,"No właśnie, co w tak dramatycznych sytuacjach?",1
1,385,"No znów się poruszamy w obrębie tych najrzadszych przypadków, ale jednak one przecież występują.",0
1,386,Co wtedy?,1
1,387,"Nie zostawiamy kobiecie wyboru, mówi pani doktor Orawiec.",0
2,388,Ale nie wszystko polega na wyborze.,0
2,389,"Ja myślę, że problem wad u dziecka, szczególnie w tak wczesnym okresie ciąży do dwunastego tygodnia — pani doktor jest perinatologiem, więc robi pani USG, to wszystko, te wszystkie badania i doskonale pani wie, że często jest tak, że badanie ultrasonograficzne to jest jedna część, a druga część to jest badanie genetyczne.",0
2,390,"Ja wiem, że w USG można, można rozpoznać wiele wad, ale ważne jest to, że zanim podejmiemy decyzję o tym, żeby zakończyć życie płodu…",0
5,391,"…Ale teraz nie ma takiej możliwości na podjęcie tej decyzji, po zmianie tak zwanego Trybunału Konstytucyjnego.",0
5,392,Już się zmieniło.,0
5,393,Nie ma.,0
2,394,Ale teraz ja mogę dokończyć?,1
2,395,"I jeżeli jest tak, że jeżeli my podejmujemy, pacjentka chce podjąć decyzję, zawsze badanie genetyczne jest badaniem bardzo istotnym.",0
2,396,Dlaczego ja o tym mówię?,1
2,397,"Dlatego, że badania naukowe pani doktor chciała.",0
2,398,"Pracując w Belgii w zakładzie genetyki, tam, gdzie pracowałam w zakładzie profesora Frynsa, który był jednym z głównych genetyków, gdzie rozpoznawało się wady płodu i robiło się równocześnie terminację ciąż.",0
2,399,"Myśmy zrobili badania na tysiącu zaburzeń Turnerów i okazało się, że dziewięćdziesiąt procent z nich to były mozaiki, które mogłyby żyć.",0
1,400,"Nie, błagam.",0
1,401,"Ja bardzo przepraszam, najmocniej…",0
2,402,"…No nie, ale…",0
1,403,"…ale ta rozmowa wkracza już na taki poziom medyczny fachowości, że naprawdę nie wszyscy jesteśmy w stanie, no, za nią podążyć.",0
2,404,"Ja rozumiem, dobrze.",0
1,405,"To ja mam taką prośbę, żebyśmy przeszli troszkę inny temat, bo rozmowa między lekarzami może trwać wiecznie, jak rozumiem, na tematy trudne, beznadziejne, albo bardzo trudne, ale jeszcze nie beznadziejne, więc… To z kręgów lewicy pojawiają się pomysły, które no konstytucyjnie są mocno wątpliwe i to nie tylko w Polsce, by zdjąć możliwość powoływania się przez lekarzy na klauzulę sumienia, by lekarz nie mógł powiedzieć, że odmawia wykonania aborcji.",0
1,406,"Pani uważa, że lekarze powinni mieć klauzulę sumienia czy jednak nie mieć?",1
1,407,Anna Maria Żukowska.,0
5,408,"Ja Anna Maria Żukowska jako prawniczka uważam, że też na gruncie orzeczenia TPCz, lekarz jako człowiek, jako osoba fizyczna, ma prawo do takiej klauzuli, gdyż mówimy o sumieniu.",0
5,409,"Sumienie może mieć człowiek, nie może mieć go budynek, czyli szpital.",0
5,410,Więc są to dwie różne rzeczy.,0
5,411,"A w Polsce się to zlało w jedno, jak to się mówi „oklauzulowały się” całe szpitale i na nich pojawiły się jakieś tabliczki, że w ogóle w tym szpitalu „się nie wykonuje”.",0
5,412,Bo co — szpital ma sumienie?,1
5,413,"No nie, szpital nie ma sumienia.",0
5,414,"Indywidualne osoby mają, ale nie może dojść do takiej sytuacji, i o tym też mówiła pani minister Leszczyna, żeby w całym szpitalu nie było możliwości prawa do przerwania ciąży, oczywiście na ten moment, bo chcemy to zmienić, ale na ten moment w tych dozwolonych ustawą przypadkach…",0
1,415,…Ale pani poseł…,0
5,416,"…Tylko skończę, ale tylko skończę.",0
5,417,"I zgodnie z Kodeksem Etyki Lekarskiej jest tak, że jeżeli lekarz chce się powołać na klauzulę sumienia, odmówić jakiegoś zabiegu, tego, innego, nie wiem, transfuzji krwi — no różne mają lekarze też religie wyznają, to musi wskazać, musi innego lekarza czy, gdzie ma się zwrócić pacjent czy pacjentka, gdzie może to świadczenie, które jest gwarantowane w koszyku NFZ wykonania go przez publiczną placówkę zdrowia wykonać, więc nie może tak sobie po prostu tego nie robić.",0
5,418,"A w Polsce masowo lekarze w ogóle nie informują pacjenta czy pacjentki tutaj mówimy akurat o aborcji, o tym, że może się zwrócić do innego lekarza, nie wskazuje tego lekarza.",0
1,419,"Ale pani poseł, no dobrze…",0
5,420,…I tak nie powinno być.,0
1,421,"Ale co w sytuacji, co w sytuacji, w której w szpitalu pracuje, nie wiem, pięciu ginekologów i wszyscy chcą skorzystać z klauzuli sumienia, bo uznają, tak naprawdę uznają, a nie dlatego, że są zastraszeni przez, przez kogokolwiek, po prostu uznają, że oni nie chcą wykonywać zabiegów aborcji.",0
1,422,Nie i już.,0
5,423,"Taki szpital powinien zagwarantować obecność przynajmniej jednego lekarza, który będzie taki zabieg, który jest — podkreślam, przypominam — w koszyku świadczeń gwarantowanych NFZ…",0
1,424,…Skąd wziąć…,0
5,425,…zagwarantowane.,0
5,426,"I jeżeli publiczna placówka świadczy, bo ja nie mówię o szpitalach jakichś, nie wiem, są szpitale jakieś…",0
1,427,…Prywatne…,0
5,428,"…religijne, prywatne, zakonne, to one mogą mieć własne uregulowania w tej kwestii i pacjent kierując się tam wie, na czym to polega.",0
1,429,"Czyli rozumiem, że w szpitalach…",0
5,430,"…Natomiast publiczna placówka zdrowia ma zapewnić wszystkie dostępne, gwarantowane świadczenia, które są w koszyku NFZ i kropka.",0
5,431,"Tak samo nie mówimy tylko o aborcji, ale też o antykoncepcji, o na przykład zakładaniu spiral domacicznych, czego też w wieku gabinetach się kobietom odmawia, mówiąc że to trzeba za to trzeba zapłacić, co jest wyzyskiwaniem kobiet, bo tak naprawdę odsyła się je do prywatnych gabinetów, gdzie to już nie jest problemem, a tak naprawdę w państwowych gabinetach ginekologicznych jest to w koszyku świadczeń darmowych.",0
1,432,"Pani poseł, pani minister, pani była ministrem co prawda krótko, bo przez trzy miesiące, ale jednak problem pani zna choćby z tej racji, no że nie tylko dlatego, że jest pani lekarką, ale już drugą kadencję jest pani posłanką.",0
1,433,"Jest szpital, publiczny szpital, albo prywatny, ale korzystający z kontraktu…",0
4,434,…NFZ.,0
1,435,"…z NFZ-tem, w którym właśnie jest siedmiu ginekologów, każdy się powołuje na klauzulę sumienia — i co wtedy?",1
4,436,"Rozumiem, że w sytuacji, w sytuacji czynu zabronionego, bo domyślam się, że w sytuacji zagrożenia życia lub zdrowia jakby nie ma tutaj przestrzeni do rozmowy, bo ratuje się życie kobiety i…",0
5,437,Bo zgodnie z Kodeksem Etyki Lekarskiej nie może wtedy lekarz powołać się na klauzulę sumienia.,0
1,438,…To jest oczywiste…,0
5,439,…jak jest zagrożenie życia lub zdrowia.,0
5,440,Tak przynajmniej formalnie jest.,0
1,441,"To właśnie to może to, przepraszam, to powiedzmy jasno: w Polsce w tej chwili obowiązują dwie klauzule, dwie, dwa wyjątki z zakazu, generalnego zakazu dokonywania aborcji, były trzy.",0
1,442,"Jeden to jest wtedy, kiedy ciąża jest efektem czynu zabronionego, czyli albo kazirodztwa, albo gwałtu, albo właśnie dziecko zostało, osoba poniżej piętnastego roku życia, no żeby być precyzyjnym, zostaje matką.",0
1,443,"No i ten drugi przykład to ten, w którym jest zagrożone życie lub zdrowie kobiety.",0
1,444,"Tu o tym zdrowiu to za moment, ale…",0
4,445,"Życie, tak?",1
4,446,"No to, to akurat jest ten przykład, którym był dość nagminnie wykorzystywany politycznie, niestety.",0
4,447,"Trochę akurat tutaj wspomnę, bo było kilka przypadków kobiet, które w okresie ciąży umarły, chociażby w sytuacji sepsy.",0
4,448,"I, i no bardzo nieprzyjemne były te sytuacja, gdy mówiliśmy o tym, że to jest kwestia prawa, kiedy to była po prostu kwestia ratowania życia i, i…",0
1,449,"…Tylko wróćmy może do tego pytania, pani…",0
4,450,"…i jakby nie ma tutaj kwestii powoływania się na klauzulę sumienia, tak?",1
1,451,"Pani poseł siedmiu lekarzy, pięciu lekarzy czy cokolwiek i wszyscy mówią: nie, my nie wykonujemy zabiegów aborcji.",0
1,452,"I co wtedy ma zrobić pacjentka, która na przykład zaszła w ciąże w wyniku przestępstwa?",1
4,453,"No ja myślę, że szpital jest zobowiązany do tego, żeby pokierować w odpowiednie miejsce.",0
5,454,"Całe Podlasie, całe lubelskie — nie ma ani jednego publicznego szpitala, który wykonuje takie zabiegi.",0
5,455,"Wie pani, co to znaczy dla ludzi, którzy są, no nie, nie na tyle zamożni, żeby sobie móc znaleźć prywatnie taką usługę?",1
5,456,Zresztą no państwo powinno to gwarantować.,0
5,457,"Osoba, której coś jest gwarantowane w przepisach, nie może biegać, latać po całym kraju, szukać tego świadczenia.",0
5,458,"Naprawdę, to państwo powinno dać jej poczucie bezpieczeństwa.",0
4,459,"Ja myślę, ja myślę, pani poseł, bo słyszeliśmy o pewnej takiej fałszywej informacji, chyba w ubiegłym roku, gdzie właśnie powoływano się na to, że osoba niepełnosprawna z gwałtu, tam też medialnie przekazywano zupełnie nieprawdę związaną z wiekiem tej osoby, z tego, co pamiętam.",0
4,460,"Ja myślę, że warto by było, jeżeli, jeżeli ma pani takie przesłanki i takie informacje, warto byłoby zweryfikować.",0
4,461,"Ministerstwo Zdrowia może sprawnie taką informuję zweryfikować i nawet można zrobić stronę internetową czy informację, w których szpitalach w Polsce można dokonać aborcji w sytuacji, w sytuacji…",0
5,462,"…Ale myśli pani, że ktoś ze Świnoujścia będzie leciał do Warszawy sześćset kilometrów?",1
5,463,Naprawdę?,1
1,464,"Ale no dobrze, to co pani proponuje?",1
5,465,"Dlaczego, dlaczego po prostu nie może mieć tego świadczenia, tak jak każdego innego w swoim szpitalu?",1
4,466,"Ale dlaczego, ale zaraz…",0
1,467,"…Ale pani poseł, bo jeżeli pani na przykład zmieni prawo aborcyjne i ono będzie legalne, aborcja będzie całkowicie legalna, na życzenie, tak?",1
1,468,Tak jak pani by chciała tego.,0
1,469,To przecież lekarz tez będzie mógł odmówić aborcji.,0
1,470,Klauzula sumienia wtedy nie zniknie.,0
4,471,"Ja myślę, że Klauzula Sumienia to już jest problem człowieka, pani poseł i…",0
5,472,"Tylko jeszcze… Dobrze, to jak pani skończy, to ja wtedy…Dobrze.",0
1,473,…Przepraszam bardzo…,0
4,474,"…że szanując prawo, prawo człowieka…",0
1,475,"…Nie, nie nie.",0
1,476,Pani profesor już bardzo długo prosi o głos.,0
2,477,"Nie, nie, ja poczekam.",0
1,478,"A, to…",0
5,479,"Dobrze, to ja wtedy w takim razie się… Nie, no to może już panie lekarki się wypowiedzą i ja się, ja zabiorę wtedy też…",0
1,480,"Pani poseł, słuchamy, teraz pani.",0
5,481,"Uważam, że za dużo w tej rozmowie mówimy o płodach, o lekarzach, o szpitalach, a za mało o kobietach.",0
5,482,"Za mało, o osobach, które rzeczywiście są w ciąży.",0
5,483,W ogóle o nich nie mówimy prawie.,0
5,484,"Mówimy o zabiegach, przesłankach, kazusach, badaniach.",0
5,485,"O wszystkim, tylko nie o kobietach, które mają potrzebę przerwać ciążę.",0
5,486,Bo tak się zdarza.,0
5,487,"I muszą tę decyzję mieć w przypadkach, które są gwarantowane w tej chwili prawem, dostępną nie na drugim końcu Polski, tylko w miejscu swojego zamieszkania, bo to, bo mamy publiczną ochronę zdrowia i nie, naprawdę nie powinniśmy robić — co, jakiś rejestr, mapy szpitali, że ktoś musi sobie robić turystykę po całym kraju?",1
1,488,Pani poseł tylko…,0
5,489,…I tylko skończę.,0
1,490,"No dobrze, ale to…",0
5,491,"…Dobrze, ale mogę skończyć?",1
1,492,"To niech pani, ale niech pani odpowie na… Dobrze, oczywiście, tylko niech Pani odpowie na to pytanie: dobrze, ale co jeśli…",0
5,493,"…Ale wie pan, co to oznacza, panie redaktorze, że osoba, która potrzebuje przerwać ciążę musi szukać tego poza systemem, poza państwem.",0
5,494,"To buduje brak zaufania do państwa nie tylko w tym jednym aspekcie, ale w każdym, bo kobieta, która wie, że właściwie nawet jeżeli została zgwałcona, boi się pójść zgłosić to, bo boi się, że ponieważ to będzie zarejestrowane, to jak wejdzie w tę procedurę ustawową, która formalnie, formalnie jej gwarantuje przerwanie tej ciąży, ale potem się okaże, że w tym szpitalu nie, w tym nie, w tym nie… Ups, no już jest po dwunastym tygodniu ciąży.",0
1,495,"…A jak by pani chciała, a jak by pani chciała…",0
5,496,… I ona zostanie z tą ciążą z gwałtu — pan to sobie wyobraża?,1
1,497,"… Może Pani mi odpowiedzieć na pytanie, jak pani by chciała tego dokonać?",1
5,498,Z tą niechcianą ciążą z gwałtu.,0
1,499,"Pani poseł, tak, już wiem.",0
1,500,A teraz proszę…,0
5,501,…I dlatego szuka jej poza systemem.,0
1,502,Czy byłaby pani łaskawa odpowiedź na jedno pytanie?,1
5,503,Słucham.,0
1,504,"Co zrobić w sytuacji, w której lekarze jednak powiedzą, że nie, że po prostu im sumienie, z którego korzystają… Przypomnę, że prawo do klauzuli sumienia wprowadził lewicowy rząd premiera Cimoszewicza, chociaż tak naprawdę ono jest prawem człowieka, jest…",0
1,505,Anna Maria Żukowska,0
1,506,"To jest, to są przepisy europejskie, to jest konwencja…",0
1,507,"…Więc dobrze, no tym bardziej lekarz ma prawo bez względu na ustawę odmówić…",0
5,508,"..Ale nie placówka, tak jak już mówiłam o tym.",0
1,509,Ale jak by pani chciała…,0
5,510,"…I to nie jest tak, że wszyscy lekarze odmówią, tylko jeżeli właśnie nie będzie poczucia wśród lekarzy tego zagrożenia, że nawet ratując kobietę, która ma, która jest, no na skraju zagrożenia, czy to zdrowia, czy to życia, bo tu jest ten też ten problem.",0
5,511,To jest płynne.,0
5,512,"W którym momencie, tak jak pani pyta, w którym momencie płód się zamienia w dziecko, w człowieka, a w którym momencie jest to zagrożenie życia bezpośrednie?",1
5,513,"Czy ta sepsa już jak zaatakuje pół organizmu, czy jedną czwartą, czy kiedy?",1
4,514,…No ale na to akurat są jasne wytyczne medyczne…,0
5,515,…To jest to…,0
4,516,…które pani poseł akurat…,0
5,517,"No to właśnie są tak samo jasne, proste wytyczne, kiedy można przerywać ciąże…",0
4,518,Są…,0
5,519,"…do dwunastego tygodnia jej trwania, kiedy nie jest rozwinięta jeszcze w pełni cewa nerwowa.",0
5,520,Też tak samo Pani mogę odpowiedzieć na pani pytanie.,0
1,521,"Pani minister, przepraszam, nie — pani profesor, pani profesor się domagała.",0
4,522,Ja bardzo chętnie.,0
2,523,Dobrze.,0
2,524,"Jeżeli chodzi o sepsę, no to tak: sepsa, wiadomo, że pewne wykładniki, są, wiadomo w jaki sposób mamy postępować medycznie, ale nie wchodząc w medycynę już, tylko wchodząc w to, o czym pani poseł mówiła też, że nie rozmawiamy o kobietach.",0
2,525,"Cały czas rozmawiamy o kobietach, ale ja chcę wskazać na jedną rzecz, mianowicie jeżeli jest gwałt, to wiadomo, że taka pacjentka jest przywożona do szpitali, które są wyznaczone do tego, żeby zrobić badania, żeby pobrać materiał genetyczny, żeby wyznaczyć…",0
5,526,"…Jest przywożona wtedy, kiedy to zgłosi.",0
5,527,"Ona nawet nie będzie chciała tego zgłosić, bojąc się tej całej procedury.",0
2,528,No ja powiem tak.,0
2,529,"Ja pracowałam w takim szpitalu, gdzie myśmy mieli po dziesięć przywożonych pacjentek zgwałconych w czasie jednego dyżuru.",0
2,530,Było tego dużo.,0
2,531,"Może dlatego, że była współpraca z policją.",0
5,532,Pod rządami ustawy z którego roku?,1
2,533,Słucham?,1
5,534,W którym roku?,1
2,535,Dwa lata temu.,0
2,536,"I teraz: jak zrobić, żeby każda kobieta nie musiała, żeby każda kobieta nie musiała jechać z Lublina na przykład do Świnoujścia?",1
2,537,Na czym to polega?,1
2,538,Na organizacji pracy.,0
2,539,"Jeżeli ta organizacja pracy jest taka sobie albo słaba, to, to mamy zatrudnionych siedmiu lekarzy, wszyscy się, wszyscy wyznają klauzulę sumienia i to, co jest w przepisach powiedziane, że ma być pacjentka skierowana do innego szpitala, ale obowiązkiem jest nie lekarza, który siedzi w danym oddziale pokazać kolegę, który, który pomoże, tylko to ma być oficjalnie.",0
2,540,"Ordynator musi być osobą zarządzającą i ordynator zatrudnia takie osoby, że ma jedną osobę, która jest w stanie dokonać terminacji ciąży, albo dwie osoby…",0
5,541,…No i tu się zgodzimy.,0
2,542,…w zależności od wielkości łóżek.,0
2,543,Słucham?,1
5,544,I tu się zgodzimy.,0
1,545,I wszyscy się zgadzają…,0
2,546,…I to jest…,0
1,547,"…zupełnie nie tak, jak to w telewizjach jest.",0
1,548,"Naprawdę, powinny się panie pooblewać trochę wodą.",0
1,549,Pani minister.,0
4,550,"No bo tak sobie myślę, że jakby rozmawiamy już prawie godzinę i tak trochę się zastanawiam, czy pani poseł bardziej jest za tym, żeby aborcja była legalna, czy raczej, żeby zmusić lekarzy do tego, żeby wyszli poza klauzulę sumienia i, i nie mogli się na nią powołać?",1
4,551,Nie wiem.,0
4,552,Ja się zgodzę z panią profesor.,0
